model_label,mean_final_steps,mean_final_reward
Hindsight bound,24.26944444,0.4030538528
Hindsight bound,24.28055556,0.4030538528
Hindsight bound,24.29166667,0.4030538528
Hindsight bound,24.29444444,0.4030538528
Hindsight bound,24.29722222,0.4030538528
Hindsight bound,24.30555556,0.4030538528
Hindsight bound,24.31111111,0.4030538528
Hindsight bound,24.31666667,0.4030538528
Hindsight bound,24.31944444,0.4030538528
Hindsight bound,24.32222222,0.4030538528
Hindsight bound,24.325,0.4030538528
Hindsight bound,24.32777778,0.4030538528
Hindsight bound,24.33611111,0.4030538528
Hindsight bound,24.33888889,0.4030538528
Hindsight bound,24.34166667,0.4030538528
Hindsight bound,24.34444444,0.4030538528
Hindsight bound,24.35,0.4030538528
Hindsight bound,24.36666667,0.4030538528
Hindsight bound,24.36944444,0.4030538528
Hindsight bound,24.375,0.4030538528
Hindsight bound,24.37777778,0.4030538528
Hindsight bound,24.38888889,0.4030538528
Hindsight bound,24.39444444,0.4030538528
Hindsight bound,24.39722222,0.4030538528
Hindsight bound,24.4,0.4030538528
Hindsight bound,24.40277778,0.4030538528
Hindsight bound,24.40833333,0.4030538528
Hindsight bound,24.41111111,0.4030538528
Hindsight bound,24.41666667,0.4030538528
Hindsight bound,24.41944444,0.4030538528
Hindsight bound,24.43055556,0.4030538528
Hindsight bound,24.43888889,0.4030538528
Hindsight bound,24.44722222,0.4030538528
Hindsight bound,24.45277778,0.4030538528
Hindsight bound,24.46111111,0.4030538528
Hindsight bound,24.46388889,0.4030538528
Hindsight bound,24.46944444,0.4030538528
Hindsight bound,24.475,0.4030538528
Hindsight bound,24.48055556,0.4030538528
Hindsight bound,24.48333333,0.4030538528
Hindsight bound,24.48611111,0.4030538528
Hindsight bound,24.48888889,0.4030538528
Hindsight bound,24.49166667,0.4030538528
Hindsight bound,24.49444444,0.4030538528
Hindsight bound,24.49722222,0.4030538528
Hindsight bound,24.5,0.4030538528
Hindsight bound,24.50833333,0.4030538528
Hindsight bound,24.51111111,0.4030538528
Hindsight bound,24.51666667,0.4030538528
Hindsight bound,24.51944444,0.4030538528
Hindsight bound,24.525,0.4030538528
Hindsight bound,24.52777778,0.4030538528
Hindsight bound,24.53888889,0.4030538528
Hindsight bound,24.54166667,0.4030538528
Hindsight bound,24.54444444,0.4030538528
Hindsight bound,24.54722222,0.4030538528
Hindsight bound,24.55555556,0.4030538528
Hindsight bound,24.55833333,0.4030538528
Hindsight bound,24.56111111,0.4030538528
Hindsight bound,24.56388889,0.4030538528
Hindsight bound,24.56666667,0.4030538528
Hindsight bound,24.57222222,0.4030538528
Hindsight bound,24.575,0.4030538528
Hindsight bound,24.57777778,0.4030538528
Hindsight bound,24.58055556,0.4030538528
Hindsight bound,24.58333333,0.4030538528
Hindsight bound,24.58611111,0.4030538528
Hindsight bound,24.59166667,0.4030538528
Hindsight bound,24.59444444,0.4030538528
Hindsight bound,24.59722222,0.4030538528
Hindsight bound,24.60277778,0.4030538528
Hindsight bound,24.60555556,0.4030538528
Hindsight bound,24.60833333,0.4030538528
Hindsight bound,24.61388889,0.4030538528
Hindsight bound,24.61666667,0.4030538528
Hindsight bound,24.62222222,0.4030538528
Hindsight bound,24.625,0.4030538528
Hindsight bound,24.62777778,0.4030538528
Hindsight bound,24.63055556,0.4030538528
Hindsight bound,24.63333333,0.4030538528
Hindsight bound,24.63611111,0.4030538528
Hindsight bound,24.63888889,0.4030538528
Hindsight bound,24.65277778,0.4030538528
Hindsight bound,24.65555556,0.4030538528
Hindsight bound,24.65833333,0.4030538528
Hindsight bound,24.66111111,0.4030538528
Hindsight bound,24.66666667,0.4030538528
Hindsight bound,24.67222222,0.4030538528
Hindsight bound,24.675,0.4030538528
Hindsight bound,24.68611111,0.4030538528
Hindsight bound,24.69166667,0.4030538528
Hindsight bound,24.69722222,0.4030538528
Hindsight bound,24.7,0.4030538528
Hindsight bound,24.70277778,0.4030538528
Hindsight bound,24.70555556,0.4030538528
Hindsight bound,24.71111111,0.4030538528
Hindsight bound,24.725,0.4030538528
Hindsight bound,24.72777778,0.4030538528
Hindsight bound,24.73055556,0.4030538528
Hindsight bound,24.73333333,0.4030538528
Hindsight bound,24.73611111,0.4030538528
Hindsight bound,24.74444444,0.4030538528
Hindsight bound,24.75277778,0.4030538528
Hindsight bound,24.75833333,0.4030538528
Hindsight bound,24.76111111,0.4030538528
Hindsight bound,24.76388889,0.4030538528
Hindsight bound,24.77777778,0.4030538528
Hindsight bound,24.78055556,0.4030538528
Hindsight bound,24.78333333,0.4030538528
Hindsight bound,24.78611111,0.4030538528
Hindsight bound,24.78888889,0.4030538528
Hindsight bound,24.79722222,0.4030538528
Hindsight bound,24.8,0.4030538528
Hindsight bound,24.80277778,0.4030538528
Hindsight bound,24.80555556,0.4030538528
Hindsight bound,24.80833333,0.4030538528
Hindsight bound,24.81666667,0.4030538528
Hindsight bound,24.81944444,0.4030538528
Hindsight bound,24.82777778,0.4030538528
Hindsight bound,24.83055556,0.4030538528
Hindsight bound,24.83611111,0.4030538528
Hindsight bound,24.84166667,0.4030538528
Hindsight bound,24.84444444,0.4030538528
Hindsight bound,24.84722222,0.4030538528
Hindsight bound,24.85277778,0.4030538528
Hindsight bound,24.85555556,0.4030538528
Hindsight bound,24.86111111,0.4030538528
Hindsight bound,24.86388889,0.4030538528
Hindsight bound,24.86666667,0.4030538528
Hindsight bound,24.86944444,0.4030538528
Hindsight bound,24.87777778,0.4030538528
Hindsight bound,24.89166667,0.4030538528
Hindsight bound,24.89444444,0.4030538528
Hindsight bound,24.89722222,0.4030538528
Hindsight bound,24.9,0.4030538528
Hindsight bound,24.90277778,0.4030538528
Hindsight bound,24.91111111,0.4030538528
Hindsight bound,24.925,0.4030538528
Hindsight bound,24.93055556,0.4030538528
Hindsight bound,24.93333333,0.4030538528
Hindsight bound,24.93611111,0.4030538528
Hindsight bound,24.93888889,0.4030538528
Hindsight bound,24.94444444,0.4030538528
Hindsight bound,24.95555556,0.4030538528
Hindsight bound,24.96944444,0.4030538528
Hindsight bound,24.975,0.4030538528
Hindsight bound,24.97777778,0.4030538528
Hindsight bound,24.99444444,0.4030538528
Hindsight bound,24.99722222,0.4030538528
Hindsight bound,25.0,0.4030538528
Hindsight bound,25.00277778,0.4030538528
Hindsight bound,25.00555556,0.4030538528
Hindsight bound,25.01666667,0.4030538528
Hindsight bound,25.02222222,0.4030538528
Hindsight bound,25.03055556,0.4030538528
Hindsight bound,25.03333333,0.4030538528
Hindsight bound,25.03611111,0.4030538528
Hindsight bound,25.03888889,0.4030538528
Hindsight bound,25.04166667,0.4030538528
Hindsight bound,25.04722222,0.4030538528
Hindsight bound,25.05277778,0.4030538528
Hindsight bound,25.05555556,0.4030538528
Hindsight bound,25.05833333,0.4030538528
Hindsight bound,25.06111111,0.4030538528
Hindsight bound,25.06388889,0.4030538528
Hindsight bound,25.06944444,0.4030538528
Hindsight bound,25.075,0.4030538528
Hindsight bound,25.08055556,0.4030538528
Hindsight bound,25.08611111,0.4030538528
Hindsight bound,25.09166667,0.4030538528
Hindsight bound,25.09444444,0.4030538528
Hindsight bound,25.09722222,0.4030538528
Hindsight bound,25.10277778,0.4030538528
Hindsight bound,25.10555556,0.4030538528
Hindsight bound,25.10833333,0.4030538528
Hindsight bound,25.11388889,0.4030538528
Hindsight bound,25.11666667,0.4030538528
Hindsight bound,25.11944444,0.4030538528
Hindsight bound,25.125,0.4030538528
Hindsight bound,25.12777778,0.4030538528
Hindsight bound,25.13888889,0.4030538528
Hindsight bound,25.14722222,0.4030538528
Hindsight bound,25.15,0.4030538528
Hindsight bound,25.15277778,0.4030538528
Hindsight bound,25.15833333,0.4030538528
Hindsight bound,25.16111111,0.4030538528
Hindsight bound,25.16944444,0.4030538528
Hindsight bound,25.175,0.4030538528
Hindsight bound,25.18055556,0.4030538528
Hindsight bound,25.18611111,0.4030538528
Hindsight bound,25.18888889,0.4030538528
Hindsight bound,25.19444444,0.4030538528
Hindsight bound,25.2,0.4030538528
Hindsight bound,25.20277778,0.4030538528
Hindsight bound,25.22222222,0.4030538528
Hindsight bound,25.23055556,0.4030538528
Hindsight bound,25.23333333,0.4030538528
Hindsight bound,25.23888889,0.4030538528
Hindsight bound,25.24166667,0.4030538528
Hindsight bound,25.24444444,0.4030538528
Hindsight bound,25.24722222,0.4030538528
Hindsight bound,25.25,0.4030538528
Hindsight bound,25.25277778,0.4030538528
Hindsight bound,25.25555556,0.4030538528
Hindsight bound,25.26111111,0.4030538528
Hindsight bound,25.26388889,0.4030538528
Hindsight bound,25.26666667,0.4030538528
Hindsight bound,25.275,0.4030538528
Hindsight bound,25.27777778,0.4030538528
Hindsight bound,25.28333333,0.4030538528
Hindsight bound,25.28611111,0.4030538528
Hindsight bound,25.28888889,0.4030538528
Hindsight bound,25.29166667,0.4030538528
Hindsight bound,25.29444444,0.4030538528
Hindsight bound,25.29722222,0.4030538528
Hindsight bound,25.30555556,0.4030538528
Hindsight bound,25.31111111,0.4030538528
Hindsight bound,25.31944444,0.4030538528
Hindsight bound,25.325,0.4030538528
Hindsight bound,25.32777778,0.4030538528
Hindsight bound,25.33055556,0.4030538528
Hindsight bound,25.33333333,0.4030538528
Hindsight bound,25.33611111,0.4030538528
Hindsight bound,25.34166667,0.4030538528
Hindsight bound,25.34444444,0.4030538528
Hindsight bound,25.34722222,0.4030538528
Hindsight bound,25.35833333,0.4030538528
Hindsight bound,25.36111111,0.4030538528
Hindsight bound,25.36666667,0.4030538528
Hindsight bound,25.37222222,0.4030538528
Hindsight bound,25.375,0.4030538528
Hindsight bound,25.38055556,0.4030538528
Hindsight bound,25.38333333,0.4030538528
Hindsight bound,25.38611111,0.4030538528
Hindsight bound,25.39444444,0.4030538528
Hindsight bound,25.39722222,0.4030538528
Hindsight bound,25.4,0.4030538528
Hindsight bound,25.40277778,0.4030538528
Hindsight bound,25.41111111,0.4030538528
Hindsight bound,25.41388889,0.4030538528
Hindsight bound,25.42222222,0.4030538528
Hindsight bound,25.425,0.4030538528
Hindsight bound,25.43055556,0.4030538528
Hindsight bound,25.43333333,0.4030538528
Hindsight bound,25.43611111,0.4030538528
Hindsight bound,25.43888889,0.4030538528
Hindsight bound,25.44166667,0.4030538528
Hindsight bound,25.44444444,0.4030538528
Hindsight bound,25.44722222,0.4030538528
Hindsight bound,25.45277778,0.4030538528
Hindsight bound,25.46111111,0.4030538528
Hindsight bound,25.46666667,0.4030538528
Hindsight bound,25.46944444,0.4030538528
Hindsight bound,25.475,0.4030538528
Hindsight bound,25.47777778,0.4030538528
Hindsight bound,25.48055556,0.4030538528
Hindsight bound,25.49166667,0.4030538528
Hindsight bound,25.49444444,0.4030538528
Hindsight bound,25.49722222,0.4030538528
Hindsight bound,25.5,0.4030538528
Hindsight bound,25.50277778,0.4030538528
Hindsight bound,25.50555556,0.4030538528
Hindsight bound,25.51111111,0.4030538528
Hindsight bound,25.51666667,0.4030538528
Hindsight bound,25.52222222,0.4030538528
Hindsight bound,25.53055556,0.4030538528
Hindsight bound,25.53888889,0.4030538528
Hindsight bound,25.55,0.4030538528
Hindsight bound,25.55277778,0.4030538528
Hindsight bound,25.56388889,0.4030538528
Hindsight bound,25.57222222,0.4030538528
Hindsight bound,25.575,0.4030538528
Hindsight bound,25.58333333,0.4030538528
Hindsight bound,25.58611111,0.4030538528
Hindsight bound,25.58888889,0.4030538528
Hindsight bound,25.59166667,0.4030538528
Hindsight bound,25.59444444,0.4030538528
Hindsight bound,25.59722222,0.4030538528
Hindsight bound,25.60277778,0.4030538528
Hindsight bound,25.60555556,0.4030538528
Hindsight bound,25.60833333,0.4030538528
Hindsight bound,25.61666667,0.4030538528
Hindsight bound,25.61944444,0.4030538528
Hindsight bound,25.63888889,0.4030538528
Hindsight bound,25.64722222,0.4030538528
Hindsight bound,25.65,0.4030538528
Hindsight bound,25.66666667,0.4030538528
Hindsight bound,25.67222222,0.4030538528
Hindsight bound,25.67777778,0.4030538528
Hindsight bound,25.68055556,0.4030538528
Hindsight bound,25.68333333,0.4030538528
Hindsight bound,25.70277778,0.4030538528
Hindsight bound,25.71111111,0.4030538528
Hindsight bound,25.71388889,0.4030538528
Hindsight bound,25.71666667,0.4030538528
Hindsight bound,25.72777778,0.4030538528
Hindsight bound,25.73333333,0.4030538528
Hindsight bound,25.73611111,0.4030538528
Hindsight bound,25.73888889,0.4030538528
Hindsight bound,25.74166667,0.4030538528
Hindsight bound,25.74722222,0.4030538528
Hindsight bound,25.75277778,0.4030538528
Hindsight bound,25.75833333,0.4030538528
Hindsight bound,25.76111111,0.4030538528
Hindsight bound,25.76944444,0.4030538528
Hindsight bound,25.81388889,0.4030538528
Hindsight bound,25.81666667,0.4030538528
Hindsight bound,25.82222222,0.4030538528
Hindsight bound,25.825,0.4030538528
Hindsight bound,25.83888889,0.4030538528
Hindsight bound,25.84166667,0.4030538528
Hindsight bound,25.84444444,0.4030538528
Hindsight bound,25.85833333,0.4030538528
Hindsight bound,25.86111111,0.4030538528
Hindsight bound,25.87222222,0.4030538528
Hindsight bound,25.875,0.4030538528
Hindsight bound,25.87777778,0.4030538528
Hindsight bound,25.89444444,0.4030538528
Hindsight bound,25.9,0.4030538528
Hindsight bound,25.90277778,0.4030538528
Hindsight bound,25.90555556,0.4030538528
Hindsight bound,25.90833333,0.4030538528
Hindsight bound,25.91111111,0.4030538528
Hindsight bound,25.91388889,0.4030538528
Hindsight bound,25.91944444,0.4030538528
Hindsight bound,25.92222222,0.4030538528
Hindsight bound,25.925,0.4030538528
Hindsight bound,25.92777778,0.4030538528
Hindsight bound,25.93055556,0.4030538528
Hindsight bound,25.93888889,0.4030538528
Hindsight bound,25.94166667,0.4030538528
Hindsight bound,25.95555556,0.4030538528
Hindsight bound,25.95833333,0.4030538528
Hindsight bound,25.96111111,0.4030538528
Hindsight bound,25.96388889,0.4030538528
Hindsight bound,25.96666667,0.4030538528
Hindsight bound,25.96944444,0.4030538528
Hindsight bound,25.97222222,0.4030538528
Hindsight bound,25.975,0.4030538528
Hindsight bound,25.97777778,0.4030538528
Hindsight bound,25.98055556,0.4030538528
Hindsight bound,25.98333333,0.4030538528
Hindsight bound,25.98888889,0.4030538528
Hindsight bound,26.0,0.4030538528
Hindsight bound,26.00833333,0.4030538528
Hindsight bound,26.01388889,0.4030538528
Hindsight bound,26.025,0.4030538528
Hindsight bound,26.03333333,0.4030538528
Hindsight bound,26.03888889,0.4030538528
Hindsight bound,26.04166667,0.4030538528
Hindsight bound,26.04444444,0.4030538528
Hindsight bound,26.04722222,0.4030538528
Hindsight bound,26.05277778,0.4030538528
Hindsight bound,26.05555556,0.4030538528
Hindsight bound,26.05833333,0.4030538528
Hindsight bound,26.06111111,0.4030538528
Hindsight bound,26.06666667,0.4030538528
Hindsight bound,26.06944444,0.4030538528
Hindsight bound,26.07222222,0.4030538528
Hindsight bound,26.075,0.4030538528
Hindsight bound,26.07777778,0.4030538528
Hindsight bound,26.08333333,0.4030538528
Hindsight bound,26.08611111,0.4030538528
Hindsight bound,26.08888889,0.4030538528
Hindsight bound,26.09722222,0.4030538528
Hindsight bound,26.1,0.4030538528
Hindsight bound,26.10277778,0.4030538528
Hindsight bound,26.10833333,0.4030538528
Hindsight bound,26.11388889,0.4030538528
Hindsight bound,26.11666667,0.4030538528
Hindsight bound,26.125,0.4030538528
Hindsight bound,26.13055556,0.4030538528
Hindsight bound,26.13333333,0.4030538528
Hindsight bound,26.13611111,0.4030538528
Hindsight bound,26.13888889,0.4030538528
Hindsight bound,26.14722222,0.4030538528
Hindsight bound,26.15277778,0.4030538528
Hindsight bound,26.16111111,0.4030538528
Hindsight bound,26.16944444,0.4030538528
Hindsight bound,26.17222222,0.4030538528
Hindsight bound,26.175,0.4030538528
Hindsight bound,26.18333333,0.4030538528
Hindsight bound,26.18611111,0.4030538528
Hindsight bound,26.18888889,0.4030538528
Hindsight bound,26.20277778,0.4030538528
Hindsight bound,26.20555556,0.4030538528
Hindsight bound,26.21666667,0.4030538528
Hindsight bound,26.225,0.4030538528
Hindsight bound,26.22777778,0.4030538528
Hindsight bound,26.23055556,0.4030538528
Hindsight bound,26.23333333,0.4030538528
Hindsight bound,26.23611111,0.4030538528
Hindsight bound,26.24166667,0.4030538528
Hindsight bound,26.24722222,0.4030538528
Hindsight bound,26.25,0.4030538528
Hindsight bound,26.25277778,0.4030538528
Hindsight bound,26.25555556,0.4030538528
Hindsight bound,26.25833333,0.4030538528
Hindsight bound,26.26111111,0.4030538528
Hindsight bound,26.26388889,0.4030538528
Hindsight bound,26.26944444,0.4030538528
Hindsight bound,26.27222222,0.4030538528
Hindsight bound,26.28333333,0.4030538528
Hindsight bound,26.28888889,0.4030538528
Hindsight bound,26.29166667,0.4030538528
Hindsight bound,26.30277778,0.4030538528
Hindsight bound,26.30555556,0.4030538528
Hindsight bound,26.30833333,0.4030538528
Hindsight bound,26.31388889,0.4030538528
Hindsight bound,26.31666667,0.4030538528
Hindsight bound,26.31944444,0.4030538528
Hindsight bound,26.32222222,0.4030538528
Hindsight bound,26.32777778,0.4030538528
Hindsight bound,26.33055556,0.4030538528
Hindsight bound,26.33333333,0.4030538528
Hindsight bound,26.33611111,0.4030538528
Hindsight bound,26.33888889,0.4030538528
Hindsight bound,26.36111111,0.4030538528
Hindsight bound,26.36388889,0.4030538528
Hindsight bound,26.37777778,0.4030538528
Hindsight bound,26.38055556,0.4030538528
Hindsight bound,26.38611111,0.4030538528
Hindsight bound,26.39166667,0.4030538528
Hindsight bound,26.39444444,0.4030538528
Hindsight bound,26.4,0.4030538528
Hindsight bound,26.40555556,0.4030538528
Hindsight bound,26.40833333,0.4030538528
Hindsight bound,26.41111111,0.4030538528
Hindsight bound,26.41666667,0.4030538528
Hindsight bound,26.41944444,0.4030538528
Hindsight bound,26.42222222,0.4030538528
Hindsight bound,26.43055556,0.4030538528
Hindsight bound,26.43333333,0.4030538528
Hindsight bound,26.43611111,0.4030538528
Hindsight bound,26.45277778,0.4030538528
Hindsight bound,26.45555556,0.4030538528
Hindsight bound,26.45833333,0.4030538528
Hindsight bound,26.46111111,0.4030538528
Hindsight bound,26.46388889,0.4030538528
Hindsight bound,26.475,0.4030538528
Hindsight bound,26.48611111,0.4030538528
Hindsight bound,26.48888889,0.4030538528
Hindsight bound,26.49166667,0.4030538528
Hindsight bound,26.49722222,0.4030538528
Hindsight bound,26.5,0.4030538528
Hindsight bound,26.50277778,0.4030538528
Hindsight bound,26.50555556,0.4030538528
Hindsight bound,26.51388889,0.4030538528
Hindsight bound,26.51944444,0.4030538528
Hindsight bound,26.52222222,0.4030538528
Hindsight bound,26.53055556,0.4030538528
Hindsight bound,26.53611111,0.4030538528
Hindsight bound,26.53888889,0.4030538528
Hindsight bound,26.54166667,0.4030538528
Hindsight bound,26.54722222,0.4030538528
Hindsight bound,26.55,0.4030538528
Hindsight bound,26.56111111,0.4030538528
Hindsight bound,26.56666667,0.4030538528
Hindsight bound,26.58333333,0.4030538528
Hindsight bound,26.58611111,0.4030538528
Hindsight bound,26.59444444,0.4030538528
Hindsight bound,26.6,0.4030538528
Hindsight bound,26.60277778,0.4030538528
Hindsight bound,26.60833333,0.4030538528
Hindsight bound,26.61388889,0.4030538528
Hindsight bound,26.61944444,0.4030538528
Hindsight bound,26.63611111,0.4030538528
Hindsight bound,26.63888889,0.4030538528
Hindsight bound,26.64166667,0.4030538528
Hindsight bound,26.64444444,0.4030538528
Hindsight bound,26.64722222,0.4030538528
Hindsight bound,26.65,0.4030538528
Hindsight bound,26.65277778,0.4030538528
Hindsight bound,26.65555556,0.4030538528
Hindsight bound,26.65833333,0.4030538528
Hindsight bound,26.67222222,0.4030538528
Hindsight bound,26.67777778,0.4030538528
Hindsight bound,26.68611111,0.4030538528
Hindsight bound,26.69166667,0.4030538528
Hindsight bound,26.69444444,0.4030538528
Hindsight bound,26.69722222,0.4030538528
Hindsight bound,26.70555556,0.4030538528
Hindsight bound,26.71388889,0.4030538528
Hindsight bound,26.71944444,0.4030538528
Hindsight bound,26.72222222,0.4030538528
Hindsight bound,26.725,0.4030538528
Hindsight bound,26.72777778,0.4030538528
Hindsight bound,26.73611111,0.4030538528
Hindsight bound,26.73888889,0.4030538528
Hindsight bound,26.74166667,0.4030538528
Hindsight bound,26.74722222,0.4030538528
Hindsight bound,26.75,0.4030538528
Hindsight bound,26.75277778,0.4030538528
Hindsight bound,26.75833333,0.4030538528
Hindsight bound,26.77777778,0.4030538528
Hindsight bound,26.78333333,0.4030538528
Hindsight bound,26.78611111,0.4030538528
Hindsight bound,26.79166667,0.4030538528
Hindsight bound,26.79444444,0.4030538528
Hindsight bound,26.79722222,0.4030538528
Hindsight bound,26.8,0.4030538528
Hindsight bound,26.80277778,0.4030538528
Hindsight bound,26.80555556,0.4030538528
Hindsight bound,26.81111111,0.4030538528
Hindsight bound,26.81388889,0.4030538528
Hindsight bound,26.81666667,0.4030538528
Hindsight bound,26.81944444,0.4030538528
Hindsight bound,26.825,0.4030538528
Hindsight bound,26.82777778,0.4030538528
Hindsight bound,26.83611111,0.4030538528
Hindsight bound,26.83888889,0.4030538528
Hindsight bound,26.85,0.4030538528
Hindsight bound,26.85277778,0.4030538528
Hindsight bound,26.85555556,0.4030538528
Hindsight bound,26.85833333,0.4030538528
Hindsight bound,26.86944444,0.4030538528
Hindsight bound,26.87222222,0.4030538528
Hindsight bound,26.875,0.4030538528
Hindsight bound,26.88611111,0.4030538528
Hindsight bound,26.89444444,0.4030538528
Hindsight bound,26.89722222,0.4030538528
Hindsight bound,26.9,0.4030538528
Hindsight bound,26.90555556,0.4030538528
Hindsight bound,26.90833333,0.4030538528
Hindsight bound,26.91388889,0.4030538528
Hindsight bound,26.92222222,0.4030538528
Hindsight bound,26.925,0.4030538528
Hindsight bound,26.92777778,0.4030538528
Hindsight bound,26.93333333,0.4030538528
Hindsight bound,26.95833333,0.4030538528
Hindsight bound,26.96111111,0.4030538528
Hindsight bound,26.96666667,0.4030538528
Hindsight bound,26.96944444,0.4030538528
Hindsight bound,26.97222222,0.4030538528
Hindsight bound,26.975,0.4030538528
Hindsight bound,26.97777778,0.4030538528
Hindsight bound,26.98055556,0.4030538528
Hindsight bound,26.98333333,0.4030538528
Hindsight bound,26.98611111,0.4030538528
Hindsight bound,26.99166667,0.4030538528
Hindsight bound,26.99722222,0.4030538528
Hindsight bound,27.00277778,0.4030538528
Hindsight bound,27.01111111,0.4030538528
Hindsight bound,27.01666667,0.4030538528
Hindsight bound,27.01944444,0.4030538528
Hindsight bound,27.025,0.4030538528
Hindsight bound,27.03055556,0.4030538528
Hindsight bound,27.03333333,0.4030538528
Hindsight bound,27.03611111,0.4030538528
Hindsight bound,27.04444444,0.4030538528
Hindsight bound,27.05,0.4030538528
Hindsight bound,27.05555556,0.4030538528
Hindsight bound,27.05833333,0.4030538528
Hindsight bound,27.06111111,0.4030538528
Hindsight bound,27.06388889,0.4030538528
Hindsight bound,27.07222222,0.4030538528
Hindsight bound,27.075,0.4030538528
Hindsight bound,27.07777778,0.4030538528
Hindsight bound,27.08055556,0.4030538528
Hindsight bound,27.09444444,0.4030538528
Hindsight bound,27.09722222,0.4030538528
Hindsight bound,27.1,0.4030538528
Hindsight bound,27.11111111,0.4030538528
Hindsight bound,27.11388889,0.4030538528
Hindsight bound,27.125,0.4030538528
Hindsight bound,27.12777778,0.4030538528
Hindsight bound,27.13611111,0.4030538528
Hindsight bound,27.14444444,0.4030538528
Hindsight bound,27.14722222,0.4030538528
Hindsight bound,27.15,0.4030538528
Hindsight bound,27.16111111,0.4030538528
Hindsight bound,27.16666667,0.4030538528
Hindsight bound,27.17222222,0.4030538528
Hindsight bound,27.17777778,0.4030538528
Hindsight bound,27.18333333,0.4030538528
Hindsight bound,27.18611111,0.4030538528
Hindsight bound,27.19722222,0.4030538528
Hindsight bound,27.20555556,0.4030538528
Hindsight bound,27.20833333,0.4030538528
Hindsight bound,27.21388889,0.4030538528
Hindsight bound,27.225,0.4030538528
Hindsight bound,27.23888889,0.4030538528
Hindsight bound,27.25,0.4030538528
Hindsight bound,27.25277778,0.4030538528
Hindsight bound,27.25555556,0.4030538528
Hindsight bound,27.25833333,0.4030538528
Hindsight bound,27.26111111,0.4030538528
Hindsight bound,27.26944444,0.4030538528
Hindsight bound,27.275,0.4030538528
Hindsight bound,27.27777778,0.4030538528
Hindsight bound,27.28055556,0.4030538528
Hindsight bound,27.28611111,0.4030538528
Hindsight bound,27.29444444,0.4030538528
Hindsight bound,27.3,0.4030538528
Hindsight bound,27.30833333,0.4030538528
Hindsight bound,27.31111111,0.4030538528
Hindsight bound,27.31666667,0.4030538528
Hindsight bound,27.31944444,0.4030538528
Hindsight bound,27.325,0.4030538528
Hindsight bound,27.33333333,0.4030538528
Hindsight bound,27.33888889,0.4030538528
Hindsight bound,27.34166667,0.4030538528
Hindsight bound,27.34444444,0.4030538528
Hindsight bound,27.35277778,0.4030538528
Hindsight bound,27.36388889,0.4030538528
Hindsight bound,27.36666667,0.4030538528
Hindsight bound,27.37222222,0.4030538528
Hindsight bound,27.375,0.4030538528
Hindsight bound,27.37777778,0.4030538528
Hindsight bound,27.38055556,0.4030538528
Hindsight bound,27.38333333,0.4030538528
Hindsight bound,27.39444444,0.4030538528
Hindsight bound,27.4,0.4030538528
Hindsight bound,27.40555556,0.4030538528
Hindsight bound,27.40833333,0.4030538528
Hindsight bound,27.41111111,0.4030538528
Hindsight bound,27.41944444,0.4030538528
Hindsight bound,27.42222222,0.4030538528
Hindsight bound,27.425,0.4030538528
Hindsight bound,27.43611111,0.4030538528
Hindsight bound,27.44444444,0.4030538528
Hindsight bound,27.44722222,0.4030538528
Hindsight bound,27.45,0.4030538528
Hindsight bound,27.45555556,0.4030538528
Hindsight bound,27.46111111,0.4030538528
Hindsight bound,27.46388889,0.4030538528
Hindsight bound,27.46944444,0.4030538528
Hindsight bound,27.475,0.4030538528
Hindsight bound,27.47777778,0.4030538528
Hindsight bound,27.48055556,0.4030538528
Hindsight bound,27.48333333,0.4030538528
Hindsight bound,27.48888889,0.4030538528
Hindsight bound,27.49722222,0.4030538528
Hindsight bound,27.5,0.4030538528
Hindsight bound,27.51944444,0.4030538528
Hindsight bound,27.52222222,0.4030538528
Hindsight bound,27.52777778,0.4030538528
Hindsight bound,27.54166667,0.4030538528
Hindsight bound,27.54444444,0.4030538528
Hindsight bound,27.55,0.4030538528
Hindsight bound,27.55555556,0.4030538528
Hindsight bound,27.56111111,0.4030538528
Hindsight bound,27.56388889,0.4030538528
Hindsight bound,27.56666667,0.4030538528
Hindsight bound,27.57222222,0.4030538528
Hindsight bound,27.57777778,0.4030538528
Hindsight bound,27.58333333,0.4030538528
Hindsight bound,27.58611111,0.4030538528
Hindsight bound,27.58888889,0.4030538528
Hindsight bound,27.59166667,0.4030538528
Hindsight bound,27.59444444,0.4030538528
Hindsight bound,27.59722222,0.4030538528
Hindsight bound,27.60277778,0.4030538528
Hindsight bound,27.60555556,0.4030538528
Hindsight bound,27.61111111,0.4030538528
Hindsight bound,27.61666667,0.4030538528
Hindsight bound,27.62222222,0.4030538528
Hindsight bound,27.63055556,0.4030538528
Hindsight bound,27.63611111,0.4030538528
Hindsight bound,27.64166667,0.4030538528
Hindsight bound,27.65,0.4030538528
Hindsight bound,27.65833333,0.4030538528
Hindsight bound,27.66388889,0.4030538528
Hindsight bound,27.67222222,0.4030538528
Hindsight bound,27.675,0.4030538528
Hindsight bound,27.68333333,0.4030538528
Hindsight bound,27.68611111,0.4030538528
Hindsight bound,27.68888889,0.4030538528
Hindsight bound,27.69444444,0.4030538528
Hindsight bound,27.70277778,0.4030538528
Hindsight bound,27.70555556,0.4030538528
Hindsight bound,27.70833333,0.4030538528
Hindsight bound,27.71111111,0.4030538528
